City_ID,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
465,mataram,64,ID,1525758436,79,-5.32,105.06,83.27,3.71
466,adrar,0,DZ,1525755600,10,27.87,-0.29,66.2,8.05
467,itacoatiara,44,BR,1525758437,98,-3.14,-58.44,75.71,4.94
468,shiyan,80,CN,1525758437,59,32.65,110.78,70.22,4.38
469,adjumani,12,UG,1525758437,86,3.38,31.79,74.81,4.16
470,otavi,0,NA,1525758437,42,-19.64,17.34,48.35,6.4
471,kerema,80,PG,1525758437,92,-7.96,145.78,78.41,2.59
472,orsha,0,BY,1525755600,71,54.51,30.43,59.0,6.71
473,kondinskoye,32,RU,1525758437,61,59.65,67.41,42.95,4.27
474,newport,90,GB,1525756800,100,51.59,-3.0,48.2,10.29
475,smithers,1,CA,1525755600,54,54.78,-127.17,57.2,6.93
476,las cruces,90,CL,1525755600,100,-33.5,-71.62,51.8,2.24
477,guantanamo,0,BO,1525758438,90,-16.14,-62.05,70.85,2.15
478,dano,0,BF,1525758438,67,11.14,-3.06,80.48,8.86
479,konosha,20,RU,1525758438,82,60.97,40.26,56.9,15.35
480,kalengwa,0,ZM,1525758438,85,-13.47,25.0,64.73,11.32
481,sao felix do xingu,0,BR,1525758439,88,-6.64,-51.99,74.63,2.15
482,talaya,92,RU,1525758439,100,55.79,84.89,40.25,12.77
483,wagga wagga,0,AU,1525755600,25,-35.12,147.37,73.4,2.24
484,valleyview,76,CA,1525758439,51,55.07,-117.28,60.23,9.64
485,taksimo,88,RU,1525758439,80,56.36,114.84,38.18,2.93
486,albino,40,IT,1525755300,77,45.76,9.8,62.6,5.82
487,abakaliki,44,NG,1525758439,86,6.32,8.11,77.51,9.98
488,obo,80,CF,1525758440,87,5.39,26.49,71.03,9.31
489,fairfield,1,US,1525758000,63,38.25,-122.04,68.0,3.36
490,jiaohe,88,CN,1525758440,56,43.72,127.34,56.81,3.6
491,mandurah,0,AU,1525755600,49,-32.55,115.7,69.8,12.75
492,hatillo,44,PR,1525758440,93,18.49,-66.83,77.51,13.78
493,saint-georges,0,CA,1525758441,58,46.12,-70.67,33.77,4.38
494,dongsheng,12,CN,1525758441,69,29.72,112.52,77.6,11.99
495,lander,0,US,1525756500,34,42.83,-108.73,57.2,9.17
496,honningsvag,75,NO,1525755000,86,70.98,25.97,39.2,14.99
497,novokizhinginsk,20,RU,1525758441,54,51.61,109.59,55.91,4.16
498,san luis,90,AR,1525755000,93,-33.3,-66.34,59.0,3.36
499,kloulklubed,75,PW,1525755180,70,7.04,134.26,89.6,9.17
500,nabire,44,ID,1525758442,97,-3.36,135.5,74.9,1.92
501,gamboula,92,CF,1525758442,99,4.12,15.14,68.51,4.94
502,birao,0,CF,1525758442,58,10.3,22.78,83.81,14.23
503,corrientes,20,AR,1525755600,88,-27.47,-58.83,75.2,5.82
504,aykhal,20,RU,1525758442,61,65.95,111.51,30.53,6.73
505,kassala,0,SD,1525758311,20,15.45,36.38,96.59,13.11
506,tuatapere,0,NZ,1525758442,100,-46.13,167.69,50.87,28.77
507,mayo,40,CA,1525755600,80,63.59,-135.9,39.2,2.48
508,bolshaya rechka,90,RU,1525755600,85,51.95,104.74,32.0,4.47
509,riyadh,24,SA,1525755600,13,24.63,46.72,91.4,4.7
510,namibe,0,AO,1525758443,100,-15.19,12.15,76.43,5.95
511,bonavista,0,CA,1525758443,89,48.65,-53.11,33.59,18.14
512,saint-pierre,0,FR,1525757400,76,48.95,4.24,53.6,8.05
513,chilca,20,PE,1525755600,75,-13.22,-72.34,44.6,0.69
514,sebeta,0,ET,1525758444,63,8.91,38.62,65.63,4.05
515,baherden,0,TM,1525758444,43,38.44,57.43,75.8,5.39
516,yining,100,CN,1525758444,74,29.04,114.56,71.57,2.93
517,rapid valley,1,US,1525756620,76,44.06,-103.15,60.8,13.87
518,maceio,40,BR,1525755600,94,-9.67,-35.74,71.6,2.24
519,tingo maria,0,PE,1525758444,91,-9.29,-76.01,60.05,2.15
520,fort nelson,40,CA,1525755600,51,58.81,-122.69,59.0,3.36
521,limbuhan,44,PH,1525758445,100,11.06,125.02,80.48,2.93
522,marovoay,20,MG,1525755600,65,-16.11,46.64,80.6,9.17
523,nadadores,0,MX,1525758445,45,27.03,-101.59,66.98,4.72
524,tessalit,0,ML,1525758445,35,20.2,1.01,66.08,5.84
525,okhotsk,12,RU,1525758445,56,59.36,143.24,51.68,5.17
526,gat,0,SN,1525758445,73,14.69,-16.54,66.62,13.56
527,coari,68,BR,1525758445,98,-4.09,-63.14,75.26,3.27
528,itarema,68,BR,1525758446,97,-2.92,-39.92,73.64,2.82
529,den helder,0,NL,1525757100,77,52.96,4.76,59.0,11.41
530,zelenchukskaya,48,RU,1525758446,68,43.85,41.59,51.68,2.82
531,montana,36,BG,1525758446,86,43.41,23.22,59.6,3.15
532,mutoko,0,ZW,1525758446,73,-17.4,32.23,62.21,3.94
533,katsuura,75,JP,1525755900,93,33.93,134.5,59.0,14.99
534,soria,0,ES,1525758440,82,41.76,-2.46,44.3,2.37
535,ambilobe,0,MG,1525758446,63,-13.19,49.05,83.72,4.38
536,urubicha,20,BO,1525758447,93,-15.63,-63.08,72.74,2.15
537,bani,24,PH,1525758447,92,15.89,120.27,82.82,4.16
538,rabo de peixe,20,PT,1525755600,87,37.8,-25.58,60.8,10.29
539,monterey,1,US,1525757700,63,36.6,-121.89,60.8,4.38
540,cape girardeau,1,US,1525757700,87,37.31,-89.52,57.2,4.38
541,dinghai,90,CN,1525755600,83,26.28,119.79,75.2,11.18
542,sangar,92,RU,1525758447,99,63.92,127.47,38.27,6.62
543,pacific grove,1,US,1525757700,63,36.62,-121.92,60.8,4.38
544,phangnga,40,TH,1525755600,62,8.45,98.53,91.4,10.29
545,kilindoni,92,TZ,1525758448,100,-7.91,39.67,78.77,9.64
546,chapais,75,CA,1525755600,45,49.78,-74.86,46.4,14.99
547,sao joao da barra,92,BR,1525758448,100,-21.64,-41.05,71.48,10.42
548,cabedelo,0,BR,1525755600,94,-6.97,-34.84,73.4,5.82
549,yumen,92,CN,1525758448,41,40.29,97.04,51.59,17.36
550,poso,64,ID,1525758448,100,-1.4,120.75,81.56,3.6
551,dunda,92,IN,1525758448,100,30.62,78.32,48.89,2.04
552,santa fe,92,AR,1525758265,98,-31.62,-60.7,67.43,9.42
553,quang ngai,8,VN,1525758449,99,15.12,108.8,89.48,2.93
554,shagonar,0,RU,1525758449,52,51.54,92.92,45.47,2.93
555,burkburnett,1,US,1525756500,64,34.1,-98.57,75.2,11.41
556,harper,1,US,1525756500,77,30.3,-99.24,69.8,9.53
